,prob,td_prob,return
48,0.028931640419881676,0.0021215304074471675,3.451840895336775
49,0.028192038762233168,0.002771861442366884,1.9423320594848164
50,0.026123864546423865,0.0028593809482175075,1.4540656131835175
51,0.02546428735286349,0.003179012697020114,0.3940927094333376
52,0.0256673268249394,0.003529633928927237,0.041803038619006944
53,0.024320540309407238,0.0038159444382461286,-0.8225959636744505
54,0.022853079003666198,0.003844744228871144,-1.3254317620713387
55,0.022536297204438907,0.003597371885273051,-0.8540442124224719
56,0.021210572081703637,0.003632801376139655,-1.0517272684649326
57,0.020712198062841993,0.003766062732314287,-1.0748345420731762
58,0.020082495937478653,0.0036408278546084657,-1.4608265331242143
59,0.021296210430878044,0.0036437303049694563,-1.2494522452454335
60,0.020572290008657425,0.0033428060655625092,-0.7236126066466855
61,0.02097549621472699,0.003404293791877046,-0.20559649328555007
62,0.021698343819990765,0.0031837898065973937,1.2223095580190555
63,0.022355006963090316,0.003436834516425356,2.210994340076662
64,0.022066785650906064,0.0032234365971291726,2.1475803413827617
65,0.02304896297026112,0.0033554170122659295,1.7456673288250797
66,0.02287046779269145,0.0029191083508002084,3.3264138446912193
67,0.023040182978380883,0.002803571074863056,3.6904013630187333
68,0.02313592783992511,0.0025684663877686403,3.5327860167201304
69,0.022418961619659568,0.0028890698773268754,2.3022624940209964
70,0.021939864081594106,0.0033033162908197005,1.5476212584292195
71,0.02309758699434412,0.004089753874613978,1.1828692039574111
72,0.024331654489841904,0.00462908761111042,1.2021325717997549
73,0.02450640672068442,0.004340238989556221,2.475329956067352
74,0.02485848826323301,0.004493867408533576,2.7271799162327923
75,0.025322825039222764,0.004794536261724552,2.965578386589516
76,0.025074172004584814,0.005329305774145451,2.86646360020227
77,0.02618339447124824,0.005381031480279768,3.694761199334048
78,0.026494884770382435,0.005266581843344733,3.4367792887970463
79,0.026156694046609984,0.005371945113992489,3.5583641613417587
80,0.024845068746957397,0.005204695851642561,4.472138459118446
81,0.025972796242147763,0.0049670426907933145,5.877732433645233
82,0.024421588093268637,0.005833609425608385,5.923468759516318
83,0.024204740897402748,0.006341813703199236,5.823730519262696
84,0.024804979246615608,0.006406935735712832,6.750403446077605
85,0.02346780387289495,0.006426588191209179,7.165293182830773
86,0.022051735546796597,0.006252096595043732,7.236111651467535
87,0.020957528348031846,0.006086979514073582,7.011157489941063
88,0.02249267177795517,0.003464220237277445,7.9316816165709785
89,0.02219905358429122,0.003714002241511782,8.117463254647067
90,0.02195353418214339,0.004120569716355059,8.268160154834366
91,0.02175611357151195,0.004683922661807317,8.383772317132962
92,0.021606791752396902,0.005404061077868562,8.464299741542852
93,0.02150556872479824,0.006280984964538788,8.509742428064037
94,0.02145244448871597,0.007314694321818001,8.520100376696517
95,0.021447419044150096,0.008505189149706199,8.495373587440294
96,0.021490492391100607,0.009852469448203376,8.435562060295364
97,0.02158166452956751,0.011356535217309541,8.340665795261732
98,0.021720935459550804,0.013017386457024684,8.210684792339396
